Komoditi,Tanggal, Harga Petani , Harga Pengecer 
Kacang Hijau,1/31/2022,15000,17000
Kacang Hijau,2/1/2022,,
Kacang Hijau,2/2/2022,15000,17000
Kacang Hijau,2/3/2022,15000,17000
Kacang Hijau,2/4/2022,15000,17000
Kacang Hijau,2/5/2022,,
Kacang Hijau,2/6/2022,,
Kacang Hijau,2/7/2022,15000,17000
Kacang Hijau,2/8/2022,15000,17000
Kacang Hijau,2/9/2022,15000,17000
Kacang Hijau,2/10/2022,15000,17000
Kacang Hijau,2/11/2022,15000,17000
Kacang Hijau,2/12/2022,,
Kacang Hijau,2/13/2022,,
Kacang Hijau,2/14/2022,15000,17000
Kacang Hijau,2/15/2022,15000,17000
Kacang Hijau,2/16/2022,15000,17000
Kacang Hijau,2/17/2022,15000,17000
Kacang Hijau,2/18/2022,15000,17000
Kacang Hijau,2/19/2022,,
Kacang Hijau,2/20/2022,,
Kacang Hijau,2/21/2022,15000,17000
Kacang Hijau,2/22/2022,15000,17000
Kacang Hijau,2/23/2022,15000,17000
Kacang Hijau,2/24/2022,15000,17000
Kacang Hijau,2/25/2022,15000,17000
Kacang Hijau,2/26/2022,,
Kacang Hijau,2/27/2022,,
Kacang Hijau,2/28/2022,,
Kacang Hijau,3/1/2022,,
Kacang Hijau,3/2/2022,15000,17000
Kacang Hijau,3/3/2022,15000,17000
Kacang Hijau,3/4/2022,15000,17000
Kacang Hijau,3/5/2022,,
Kacang Hijau,3/6/2022,,
Kacang Hijau,3/7/2022,,
Kacang Hijau,3/8/2022,15000,17000
Kacang Hijau,3/9/2022,15000,17000
Kacang Hijau,3/10/2022,15000,17000
Kacang Hijau,3/11/2022,,
Kacang Hijau,3/12/2022,,
Kacang Hijau,3/13/2022,,
Kacang Hijau,3/14/2022,15000,17000
Kacang Hijau,3/15/2022,15000,17000
Kacang Hijau,3/16/2022,15000,17000
Kacang Hijau,3/17/2022,15000,17000
Kacang Hijau,3/18/2022,15000,17000
Kacang Hijau,3/19/2022,,
Kacang Hijau,3/20/2022,,
Kacang Hijau,3/21/2022,13000,15000
Kacang Hijau,3/22/2022,13000,15000
Kacang Hijau,3/23/2022,13000,15000
Kacang Hijau,3/24/2022,13000,15000
Kacang Hijau,3/25/2022,13000,15000
Kacang Hijau,3/26/2022,,
Kacang Hijau,3/27/2022,,
Kacang Hijau,3/28/2022,13000,15000
Kacang Hijau,3/29/2022,13000,15000
Kacang Hijau,3/30/2022,13000,15000
Kacang Hijau,3/31/2022,,
Kacang Hijau,4/1/2022,,
Kacang Hijau,4/2/2022,,
Kacang Hijau,4/3/2022,,
Kacang Hijau,4/4/2022,15000,17000
Kacang Hijau,4/5/2022,15000,17000
Kacang Hijau,4/6/2022,15000,17000
Kacang Hijau,4/7/2022,15000,17000
Kacang Hijau,4/8/2022,15000,17000
Kacang Hijau,4/9/2022,,
Kacang Hijau,4/10/2022,,
Kacang Hijau,4/11/2022,15000,17000
Kacang Hijau,4/12/2022,15000,17000
Kacang Hijau,4/13/2022,15000,17000
Kacang Hijau,4/14/2022,15000,17000
Kacang Hijau,4/15/2022,,
Kacang Hijau,4/16/2022,,
Kacang Hijau,4/17/2022,,
Kacang Hijau,4/18/2022,13000,15000
Kacang Hijau,4/19/2022,13000,15000
Kacang Hijau,4/20/2022,13000,15000
Kacang Hijau,4/21/2022,13000,15000
Kacang Hijau,4/22/2022,13000,15000
Kacang Hijau,4/23/2022,,
Kacang Hijau,4/24/2022,,
Kacang Hijau,4/25/2022,13000,15000
Kacang Hijau,4/26/2022,13000,15000
Kacang Hijau,4/27/2022,13000,15000
Kacang Hijau,4/28/2022,13000,15000
Kacang Hijau,4/29/2022,13000,15000
Kacang Hijau,4/30/2022,,
Kacang Hijau,5/1/2022,,
Kacang Hijau,5/2/2022,,
Kacang Hijau,5/3/2022,,
Kacang Hijau,5/4/2022,15000,17000
Kacang Hijau,5/5/2022,15000,17000
Kacang Hijau,5/6/2022,15000,17000
Kacang Hijau,5/7/2022,,
Kacang Hijau,5/8/2022,,
Kacang Hijau,5/9/2022,13000,15000
Kacang Hijau,5/10/2022,13000,15000
Kacang Hijau,5/11/2022,13000,15000
Kacang Hijau,5/12/2022,13000,15000
Kacang Hijau,5/13/2022,13000,15000
Kacang Hijau,5/14/2022,,
Kacang Hijau,5/15/2022,,
Kacang Hijau,5/16/2022,,
Kacang Hijau,5/17/2022,13000,15000
Kacang Hijau,5/18/2022,13000,15000
Kacang Hijau,5/19/2022,13000,15000
Kacang Hijau,5/20/2022,13000,15000
Kacang Hijau,5/21/2022,,
Kacang Hijau,5/22/2022,,
Kacang Hijau,5/23/2022,13000,15000
Kacang Hijau,5/24/2022,13000,15000
Kacang Hijau,5/25/2022,13000,15000
Kacang Hijau,5/26/2022,,
Kacang Hijau,5/27/2022,13000,15000
Kacang Hijau,5/28/2022,,
Kacang Hijau,5/29/2022,,
Kacang Hijau,5/30/2022,13000,15000
Kacang Hijau,5/31/2022,13000,15000
Kacang Hijau,6/1/2022,,
Kacang Hijau,6/2/2022,13000,15000
Kacang Hijau,6/3/2022,13000,15000
Kacang Hijau,6/4/2022,,
Kacang Hijau,6/5/2022,,
Kacang Hijau,6/6/2022,13000,15000
Kacang Hijau,6/7/2022,13000,15000
Kacang Hijau,6/8/2022,13000,15000
Kacang Hijau,6/9/2022,13000,15000
Kacang Hijau,6/10/2022,13000,15000
Kacang Hijau,6/11/2022,,
Kacang Hijau,6/12/2022,,
Kacang Hijau,6/13/2022,13000,15000
Kacang Hijau,6/14/2022,13000,15000
Kacang Hijau,6/15/2022,13000,15000
Kacang Hijau,6/16/2022,13000,15000
Kacang Hijau,6/17/2022,13000,15000
Kacang Hijau,6/18/2022,,
Kacang Hijau,6/19/2022,,
Kacang Hijau,6/20/2022,13000,15000
Kacang Hijau,6/21/2022,13000,15000
Kacang Hijau,6/22/2022,13000,15000
Kacang Hijau,6/23/2022,13000,15000
Kacang Hijau,6/24/2022,13000,15000
Kacang Hijau,6/25/2022,,
Kacang Hijau,6/26/2022,,
Kacang Hijau,6/27/2022,13000,15000
Kacang Hijau,6/28/2022,13000,15000
Kacang Hijau,6/29/2022,13000,15000
Kacang Hijau,6/30/2022,13000,15000
Kacang Hijau,7/1/2022,,
Kacang Hijau,7/2/2022,,
Kacang Hijau,7/3/2022,,
Kacang Hijau,7/4/2022,13000,15000
Kacang Hijau,7/5/2022,13000,15000
Kacang Hijau,7/6/2022,13000,15000
Kacang Hijau,7/7/2022,13000,15000
Kacang Hijau,7/8/2022,13000,15000
Kacang Hijau,7/9/2022,,
Kacang Hijau,7/10/2022,,
Kacang Hijau,7/11/2022,13000,15000
Kacang Hijau,7/12/2022,13000,15000
Kacang Hijau,7/13/2022,13000,15000
Kacang Hijau,7/14/2022,13000,15000
Kacang Hijau,7/15/2022,13000,15000
Kacang Hijau,7/16/2022,,
Kacang Hijau,7/17/2022,,
Kacang Hijau,7/18/2022,13000,15000
Kacang Hijau,7/19/2022,13000,15000
Kacang Hijau,7/20/2022,13000,15000
Kacang Hijau,7/21/2022,13000,15000
Kacang Hijau,7/22/2022,13000,15000
Kacang Hijau,7/23/2022,,
Kacang Hijau,7/24/2022,,
Kacang Hijau,7/25/2022,13000,15000
Kacang Hijau,7/26/2022,13000,15000
Kacang Hijau,7/27/2022,13000,15000
Kacang Hijau,7/28/2022,13000,15000
Kacang Hijau,7/29/2022,13000,15000
Kacang Hijau,7/30/2022,,
Kacang Hijau,7/31/2022,,
Kacang Hijau,8/1/2022,13000,15000
Kacang Hijau,8/2/2022,13000,15000
Kacang Hijau,8/3/2022,13000,15000
Kacang Hijau,8/4/2022,13000,15000
Kacang Hijau,8/5/2022,13000,15000
Kacang Hijau,8/6/2022,,
Kacang Hijau,8/7/2022,,
Kacang Hijau,8/8/2022,13000,15000
Kacang Hijau,8/9/2022,13000,15000
Kacang Hijau,8/10/2022,13000,15000
Kacang Hijau,8/11/2022,13000,15000
Kacang Hijau,8/12/2022,13000,15000
Kacang Hijau,8/13/2022,,
Kacang Hijau,8/14/2022,,
Kacang Hijau,8/15/2022,13000,15000
Kacang Hijau,8/16/2022,13000,15000
Kacang Hijau,8/17/2022,,
Kacang Hijau,8/18/2022,13000,15000
Kacang Hijau,8/19/2022,13000,15000
Kacang Hijau,8/20/2022,,
Kacang Hijau,8/21/2022,,
Kacang Hijau,8/22/2022,13000,15000
Kacang Hijau,8/23/2022,13000,15000
Kacang Hijau,8/24/2022,13000,15000
Kacang Hijau,8/25/2022,13000,15000
Kacang Hijau,8/26/2022,13000,15000
Kacang Hijau,8/27/2022,,
Kacang Hijau,8/28/2022,,
Kacang Hijau,8/29/2022,13000,15000
Kacang Hijau,8/30/2022,13000,15000
Kacang Hijau,8/31/2022,13000,15000
Kacang Hijau,9/1/2022,13000,15000
Kacang Hijau,9/2/2022,13000,15000
Kacang Hijau,9/3/2022,,
Kacang Hijau,9/4/2022,,
Kacang Hijau,9/5/2022,13000,15000
Kacang Hijau,9/6/2022,13000,15000
Kacang Hijau,9/7/2022,13000,15000
Kacang Hijau,9/8/2022,13000,15000
Kacang Hijau,9/9/2022,13000,15000
Kacang Hijau,9/10/2022,,
Kacang Hijau,9/11/2022,,
Kacang Hijau,9/12/2022,13000,15000
Kacang Hijau,9/13/2022,13000,15000
Kacang Hijau,9/14/2022,13000,15000
Kacang Hijau,9/15/2022,13000,15000
Kacang Hijau,9/16/2022,13000,15000
Kacang Hijau,9/17/2022,,
Kacang Hijau,9/18/2022,,
Kacang Hijau,9/19/2022,13000,15000
Kacang Hijau,9/20/2022,13000,15000
Kacang Hijau,9/21/2022,13000,15000
Kacang Hijau,9/22/2022,13000,15000
Kacang Hijau,9/23/2022,13000,15000
Kacang Hijau,9/24/2022,,
Kacang Hijau,9/25/2022,,
Kacang Hijau,9/26/2022,13000,15000
Kacang Hijau,9/27/2022,13000,15000
Kacang Hijau,9/28/2022,13000,15000
Kacang Hijau,9/29/2022,13000,15000
Kacang Hijau,9/30/2022,13000,15000
Kacang Hijau,10/1/2022,,
Kacang Hijau,10/2/2022,,
Kacang Hijau,10/3/2022,13000,15000
Kacang Hijau,10/4/2022,13000,15000
Kacang Hijau,10/5/2022,13000,15000
Kacang Hijau,10/6/2022,13000,15000
Kacang Hijau,10/7/2022,13000,15000
Kacang Hijau,10/8/2022,,
Kacang Hijau,10/9/2022,,
Kacang Hijau,10/10/2022,13000,15000
Kacang Hijau,10/11/2022,13000,15000
Kacang Hijau,10/12/2022,13000,15000
Kacang Hijau,10/13/2022,13000,15000
Kacang Hijau,10/14/2022,13000,15000
Kacang Hijau,10/15/2022,,
Kacang Hijau,10/16/2022,,
Kacang Hijau,10/17/2022,13000,15000
Kacang Hijau,10/18/2022,13000,15000
Kacang Hijau,10/19/2022,13000,15000
Kacang Hijau,10/20/2022,13000,15000
Kacang Hijau,10/21/2022,13000,15000
Kacang Hijau,10/22/2022,,
Kacang Hijau,10/23/2022,,
Kacang Hijau,10/24/2022,13000,15000
Kacang Hijau,10/25/2022,13000,15000
Kacang Hijau,10/26/2022,13000,15000
Kacang Hijau,10/27/2022,13000,15000
Kacang Hijau,10/28/2022,13000,15000
Kacang Hijau,10/29/2022,,
Kacang Hijau,10/30/2022,,
Kacang Hijau,10/31/2022,13000,15000
Kacang Hijau,11/1/2022,13000,15000
Kacang Hijau,11/2/2022,13000,15000
Kacang Hijau,11/3/2022,,
Kacang Hijau,11/4/2022,,
Kacang Hijau,11/5/2022,13000,15000
Kacang Hijau,11/6/2022,13000,15000
Kacang Hijau,11/7/2022,13000,15000
Kacang Hijau,11/8/2022,13000,15000
Kacang Hijau,11/9/2022,13000,15000
Kacang Hijau,11/10/2022,,
Kacang Hijau,11/11/2022,,
Kacang Hijau,11/12/2022,13000,15000
Kacang Hijau,11/13/2022,13000,15000
Kacang Hijau,11/14/2022,13000,15000
Kacang Hijau,11/15/2022,13000,15000
Kacang Hijau,11/16/2022,13000,15000
Kacang Hijau,11/17/2022,,
Kacang Hijau,11/18/2022,,
Kacang Hijau,11/19/2022,13000,15000
Kacang Hijau,11/20/2022,13000,15000
Kacang Hijau,11/21/2022,13000,15000
Kacang Hijau,11/22/2022,13000,15000
Kacang Hijau,11/23/2022,13000,15000
Kacang Hijau,11/24/2022,,
Kacang Hijau,11/25/2022,,
Kacang Hijau,11/26/2022,13000,15000
Kacang Hijau,11/27/2022,13000,15000
Kacang Hijau,11/28/2022,13000,15000
Kacang Hijau,11/29/2022,13000,15000
Kacang Hijau,11/30/2022,13000,15000
Kacang Hijau,12/1/2022,13000,15000
Kacang Hijau,12/2/2022,13000,15000
Kacang Hijau,12/3/2022,,
Kacang Hijau,12/4/2022,,
Kacang Hijau,12/5/2022,13000,15000
Kacang Hijau,12/6/2022,13000,15000
Kacang Hijau,12/7/2022,13000,15000
Kacang Hijau,12/8/2022,13000,15000
Kacang Hijau,12/9/2022,13000,15000
Kacang Hijau,12/10/2022,,
Kacang Hijau,12/11/2022,,
Kacang Hijau,12/12/2022,13000,15000
Kacang Hijau,12/13/2022,13000,15000
Kacang Hijau,12/14/2022,13000,15000
Kacang Hijau,12/15/2022,13000,15000
Kacang Hijau,12/16/2022,13000,15000
Kacang Hijau,12/17/2022,,
Kacang Hijau,12/18/2022,,
Kacang Hijau,12/19/2022,13000,15000
Kacang Hijau,12/20/2022,13000,15000
Kacang Hijau,12/21/2022,13000,15000
Kacang Hijau,12/22/2022,13000,15000
Kacang Hijau,12/23/2022,13000,15000
Kacang Hijau,12/24/2022,,
Kacang Hijau,12/25/2022,,
Kacang Hijau,12/26/2022,13000,15000
Kacang Hijau,12/27/2022,13000,15000
Kacang Hijau,12/28/2022,13000,15000
Kacang Hijau,12/29/2022,13000,15000
Kacang Hijau,12/30/2022,13000,15000
Kacang Hijau,12/31/2022,,
Kacang Hijau,1/1/2023,,
Kacang Hijau,1/2/2023,13000,15000
Kacang Hijau,1/3/2023,13000,15000
Kacang Hijau,1/4/2023,13000,15000
Kacang Hijau,1/5/2023,13000,15000
Kacang Hijau,1/6/2023,13000,15000
Kacang Hijau,1/7/2023,,
Kacang Hijau,1/8/2023,,
Kacang Hijau,1/9/2023,13000,15000
Kacang Hijau,1/10/2023,13000,15000
Kacang Hijau,1/11/2023,13000,15000
Kacang Hijau,1/12/2023,13000,15000
Kacang Hijau,1/13/2023,13000,15000
Kacang Hijau,1/14/2023,,
Kacang Hijau,1/15/2023,,
Kacang Hijau,1/16/2023,13000,15000
Kacang Hijau,1/17/2023,13000,15000
Kacang Hijau,1/18/2023,13000,15000
Kacang Hijau,1/19/2023,13000,15000
Kacang Hijau,1/20/2023,13000,15000
Kacang Hijau,1/21/2023,,
Kacang Hijau,1/22/2023,,
Kacang Hijau,1/23/2023,13000,17000
Kacang Hijau,1/24/2023,13000,17000
Kacang Hijau,1/25/2023,13000,17000
Kacang Hijau,1/26/2023,13000,17000
Kacang Hijau,1/27/2023,13000,17000
Kacang Hijau,1/28/2023,,
Kacang Hijau,1/29/2023,,
Kacang Hijau,1/30/2023,13000,17000
Kacang Hijau,1/31/2023,13000,17000
Kacang Hijau,2/1/2023,13000,17000
Kacang Hijau,2/2/2023,13000,17000
Kacang Hijau,2/3/2023,13000,17000
Kacang Hijau,2/4/2023,,
Kacang Hijau,2/5/2023,,
Kacang Hijau,2/6/2023,13000,17000
Kacang Hijau,2/7/2023,13000,17000
Kacang Hijau,2/8/2023,13000,17000
Kacang Hijau,2/9/2023,13000,17000
Kacang Hijau,2/10/2023,13000,17000
Kacang Hijau,2/11/2023,,
Kacang Hijau,2/12/2023,,
Kacang Hijau,2/13/2023,13000,17000
Kacang Hijau,2/14/2023,13000,17000
Kacang Hijau,2/15/2023,13000,17000
Kacang Hijau,2/16/2023,13000,17000
Kacang Hijau,2/17/2023,13000,17000
Kacang Hijau,2/18/2023,,
Kacang Hijau,2/19/2023,,
Kacang Hijau,2/20/2023,13000,17000
Kacang Hijau,2/21/2023,13000,17000
Kacang Hijau,2/22/2023,13000,17000
Kacang Hijau,2/23/2023,13000,17000
Kacang Hijau,2/24/2023,13000,17000
Kacang Hijau,2/25/2023,,
Kacang Hijau,2/26/2023,,
Kacang Hijau,2/27/2023,13000,17000
Kacang Hijau,2/28/2023,13000,17000
Kacang Hijau,3/1/2023,13000,17000
Kacang Hijau,3/2/2023,13000,17000
Kacang Hijau,3/3/2023,13000,17000
Kacang Hijau,3/4/2023,,
Kacang Hijau,3/5/2023,,
Kacang Hijau,3/6/2023,13000,17000
Kacang Hijau,3/7/2023,13000,17000
Kacang Hijau,3/8/2023,13000,17000
Kacang Hijau,3/9/2023,13000,17000
Kacang Hijau,3/10/2023,13000,17000
Kacang Hijau,3/11/2023,,
Kacang Hijau,3/12/2023,,
Kacang Hijau,3/13/2023,13000,17000
Kacang Hijau,3/14/2023,13000,17000
Kacang Hijau,3/15/2023,13000,17000
Kacang Hijau,3/16/2023,13000,17000
Kacang Hijau,3/17/2023,13000,17000
Kacang Hijau,3/18/2023,,
Kacang Hijau,3/19/2023,,
Kacang Hijau,3/20/2023,13000,17000
Kacang Hijau,3/21/2023,13000,17000
Kacang Hijau,3/22/2023,,
Kacang Hijau,3/23/2023,,
Kacang Hijau,3/24/2023,13000,17000
Kacang Hijau,3/25/2023,,
Kacang Hijau,3/26/2023,,
Kacang Hijau,3/27/2023,13000,17000
Kacang Hijau,3/28/2023,13000,17000
Kacang Hijau,3/29/2023,13000,17000
Kacang Hijau,3/30/2023,13000,17000
Kacang Hijau,3/31/2023,13000,17000
Kacang Hijau,4/1/2023,,
Kacang Hijau,4/2/2023,,
Kacang Hijau,4/3/2023,13000,17000
Kacang Hijau,4/4/2023,13000,17000
Kacang Hijau,4/5/2023,13000,17000
Kacang Hijau,4/6/2023,13000,17000
Kacang Hijau,4/7/2023,,
Kacang Hijau,4/8/2023,,
Kacang Hijau,4/9/2023,,
Kacang Hijau,4/10/2023,13000,17000
Kacang Hijau,4/11/2023,13000,17000
Kacang Hijau,4/12/2023,13000,17000
Kacang Hijau,4/13/2023,13000,17000
Kacang Hijau,4/14/2023,13000,17000
Kacang Hijau,4/15/2023,,
Kacang Hijau,4/16/2023,,
Kacang Hijau,4/17/2023,13000,17000
Kacang Hijau,4/18/2023,13000,17000
Kacang Hijau,4/19/2023,13000,17000
Kacang Hijau,4/20/2023,13000,17000
Kacang Hijau,4/21/2023,13000,17000
Kacang Hijau,4/22/2023,,
Kacang Hijau,4/23/2023,,
Kacang Hijau,4/24/2023,13000,17000
Kacang Hijau,4/25/2023,13000,17000
Kacang Hijau,4/26/2023,13000,17000
Kacang Hijau,4/27/2023,13000,17000
Kacang Hijau,4/28/2023,13000,17000
Kacang Hijau,4/29/2023,,
Kacang Hijau,4/30/2023,,
Kacang Hijau,5/1/2023,,
Kacang Hijau,5/2/2023,13000,17000
Kacang Hijau,5/3/2023,13000,17000
Kacang Hijau,5/4/2023,13000,17000
Kacang Hijau,5/5/2023,13000,17000
Kacang Hijau,5/6/2023,,
Kacang Hijau,5/7/2023,,
Kacang Hijau,5/8/2023,13000,17000
Kacang Hijau,5/9/2023,13000,17000
Kacang Hijau,5/10/2023,13000,17000
Kacang Hijau,5/11/2023,13000,17000
Kacang Hijau,5/12/2023,13000,17000
Kacang Hijau,5/13/2023,,
Kacang Hijau,5/14/2023,,
Kacang Hijau,5/15/2023,13000,17000
Kacang Hijau,5/16/2023,13000,17000
Kacang Hijau,5/17/2023,13000,17000
Kacang Hijau,5/18/2023,13000,17000
Kacang Hijau,5/19/2023,,
Kacang Hijau,5/20/2023,,
Kacang Hijau,5/21/2023,,
Kacang Hijau,5/22/2023,13000,17000
Kacang Hijau,5/23/2023,13000,17000
Kacang Hijau,5/24/2023,13000,17000
Kacang Hijau,5/25/2023,13000,17000
Kacang Hijau,5/26/2023,13000,17000
Kacang Hijau,5/27/2023,,
Kacang Hijau,5/28/2023,,
Kacang Hijau,5/29/2023,13000,17000
Kacang Hijau,5/30/2023,13000,17000
Kacang Hijau,5/31/2023,13000,17000
Kacang Hijau,6/1/2023,,
Kacang Hijau,6/2/2023,13000,17000
Kacang Hijau,6/3/2023,,
Kacang Hijau,6/4/2023,,
Kacang Hijau,6/5/2023,13000,17000
Kacang Hijau,6/6/2023,13000,17000
Kacang Hijau,6/7/2023,13000,17000
Kacang Hijau,6/8/2023,13000,17000
Kacang Hijau,6/9/2023,13000,17000
Kacang Hijau,6/10/2023,,
Kacang Hijau,6/11/2023,,
Kacang Hijau,6/12/2023,13000,17000
Kacang Hijau,6/13/2023,13000,17000
Kacang Hijau,6/14/2023,13000,17000
Kacang Hijau,6/15/2023,13000,17000
Kacang Hijau,6/16/2023,13000,17000
Kacang Hijau,6/17/2023,,
Kacang Hijau,6/18/2023,,
Kacang Hijau,6/19/2023,13000,17000
Kacang Hijau,6/20/2023,13000,17000
Kacang Hijau,6/21/2023,13000,17000
Kacang Hijau,6/22/2023,13000,17000
Kacang Hijau,6/23/2023,13000,17000
Kacang Hijau,6/24/2023,,
Kacang Hijau,6/25/2023,,
Kacang Hijau,6/26/2023,13000,17000
Kacang Hijau,6/27/2023,13000,17000
Kacang Hijau,6/28/2023,13000,17000
Kacang Hijau,6/29/2023,,
Kacang Hijau,6/30/2023,13000,17000
Kacang Hijau,7/1/2023,,
Kacang Hijau,7/2/2023,,
Kacang Hijau,7/3/2023,13000,17000
Kacang Hijau,7/4/2023,13000,17000
Kacang Hijau,7/5/2023,13000,17000
Kacang Hijau,7/6/2023,13000,17000
Kacang Hijau,7/7/2023,13000,17000
Kacang Hijau,7/8/2023,,
Kacang Hijau,7/9/2023,,
Kacang Hijau,7/10/2023,13000,17000
Kacang Hijau,7/11/2023,13000,17000
Kacang Hijau,7/12/2023,13000,17000
Kacang Hijau,7/13/2023,13000,17000
Kacang Hijau,7/14/2023,13000,17000
Kacang Hijau,7/15/2023,,
Kacang Hijau,7/16/2023,,
Kacang Hijau,7/17/2023,13000,17000
Kacang Hijau,7/18/2023,13000,17000
Kacang Hijau,7/19/2023,13000,17000
Kacang Hijau,7/20/2023,13000,17000
Kacang Hijau,7/21/2023,13000,17000
Kacang Hijau,7/22/2023,,
Kacang Hijau,7/23/2023,,
Kacang Hijau,7/24/2023,13000,17000
Kacang Hijau,7/25/2023,13000,17000
Kacang Hijau,7/26/2023,13000,17000
Kacang Hijau,7/27/2023,13000,17000
Kacang Hijau,7/28/2023,13000,17000
Kacang Hijau,7/29/2023,,
Kacang Hijau,7/30/2023,13000,17000
Kacang Hijau,7/31/2023,13000,17000
Kacang Hijau,8/1/2023,13000,17000
Kacang Hijau,8/2/2023,13000,17000
Kacang Hijau,8/3/2023,13000,17000
Kacang Hijau,8/4/2023,13000,17000
Kacang Hijau,8/5/2023,,
Kacang Hijau,8/6/2023,,
Kacang Hijau,8/7/2023,,
Kacang Hijau,8/8/2023,13000,17000
Kacang Hijau,8/9/2023,13000,17000
Kacang Hijau,8/10/2023,13000,17000
Kacang Hijau,8/11/2023,13000,17000
Kacang Hijau,8/12/2023,,
Kacang Hijau,8/13/2023,,
Kacang Hijau,8/14/2023,13000,17000
Kacang Hijau,8/15/2023,13000,17000
Kacang Hijau,8/16/2023,13000,17000
Kacang Hijau,8/17/2023,13000,17000
Kacang Hijau,8/18/2023,13000,17000
Kacang Hijau,8/19/2023,,
Kacang Hijau,8/20/2023,,
Kacang Hijau,8/21/2023,13000,17000
Kacang Hijau,8/22/2023,13000,17000
Kacang Hijau,8/23/2023,13000,17000
Kacang Hijau,8/24/2023,13000,17000
Kacang Hijau,8/25/2023,13000,17000
Kacang Hijau,8/26/2023,,
Kacang Hijau,8/27/2023,,
Kacang Hijau,8/28/2023,13000,17000
Kacang Hijau,8/29/2023,13000,17000
Kacang Hijau,8/30/2023,13000,17000
Kacang Hijau,8/31/2023,13000,17000
Kacang Hijau,9/1/2023,13000,17000
Kacang Hijau,9/2/2023,,
Kacang Hijau,9/3/2023,,
Kacang Hijau,9/4/2023,13000,17000
Kacang Hijau,9/5/2023,13000,17000
Kacang Hijau,9/6/2023,13000,17000
Kacang Hijau,9/7/2023,13000,17000
Kacang Hijau,9/8/2023,13000,17000
Kacang Hijau,9/9/2023,,
Kacang Hijau,9/10/2023,,
Kacang Hijau,9/11/2023,13000,17000
Kacang Hijau,9/12/2023,13000,17000
Kacang Hijau,9/13/2023,13000,17000
Kacang Hijau,9/14/2023,13000,17000
Kacang Hijau,9/15/2023,13000,17000
Kacang Hijau,9/16/2023,,
Kacang Hijau,9/17/2023,,
Kacang Hijau,9/18/2023,13000,17000
Kacang Hijau,9/19/2023,13000,17000
Kacang Hijau,9/20/2023,13000,17000
Kacang Hijau,9/21/2023,13000,17000
Kacang Hijau,9/22/2023,13000,17000
Kacang Hijau,9/23/2023,,
Kacang Hijau,9/24/2023,,
Kacang Hijau,9/25/2023,13000,17000
Kacang Hijau,9/26/2023,13000,17000
Kacang Hijau,9/27/2023,13000,17000
Kacang Hijau,9/28/2023,13000,17000
Kacang Hijau,9/29/2023,13000,17000
Kacang Hijau,9/30/2023,,
Kacang Hijau,10/1/2023,,
Kacang Hijau,10/2/2023,13000,17000
Kacang Hijau,10/3/2023,13000,17000
Kacang Hijau,10/4/2023,13000,17000
Kacang Hijau,10/5/2023,13000,17000
Kacang Hijau,10/6/2023,13000,17000
Kacang Hijau,10/7/2023,,
Kacang Hijau,10/8/2023,,
Kacang Hijau,10/9/2023,13000,17000
Kacang Hijau,10/10/2023,13000,17000
Kacang Hijau,10/11/2023,13000,17000
Kacang Hijau,10/12/2023,13000,17000
Kacang Hijau,10/13/2023,13000,17000
Kacang Hijau,10/14/2023,,
Kacang Hijau,10/15/2023,,
Kacang Hijau,10/16/2023,13000,17000
Kacang Hijau,10/17/2023,13000,17000
Kacang Hijau,10/18/2023,13000,17000
Kacang Hijau,10/19/2023,13000,17000
Kacang Hijau,10/20/2023,13000,17000
Kacang Hijau,10/21/2023,,
Kacang Hijau,10/22/2023,,
Kacang Hijau,10/23/2023,13000,17000
Kacang Hijau,10/24/2023,13000,17000
Kacang Hijau,10/25/2023,13000,17000
Kacang Hijau,10/26/2023,13000,17000
Kacang Hijau,10/27/2023,13000,17000
Kacang Hijau,10/28/2023,,
Kacang Hijau,10/29/2023,,
Kacang Hijau,10/30/2023,13000,17000
Kacang Hijau,10/31/2023,13000,17000
Kacang Hijau,11/1/2023,13000,17000
Kacang Hijau,11/2/2023,13000,17000
Kacang Hijau,11/3/2023,13000,17000
Kacang Hijau,11/4/2023,,
Kacang Hijau,11/5/2023,,
Kacang Hijau,11/6/2023,13000,17000
Kacang Hijau,11/7/2023,13000,17000
Kacang Hijau,11/8/2023,13000,17000
Kacang Hijau,11/9/2023,13000,17000
Kacang Hijau,11/10/2023,13000,17000
Kacang Hijau,11/11/2023,,
Kacang Hijau,11/12/2023,,
Kacang Hijau,11/13/2023,13000,17000
Kacang Hijau,11/14/2023,13000,17000
Kacang Hijau,11/15/2023,13000,17000
Kacang Hijau,11/16/2023,13000,17000
Kacang Hijau,11/17/2023,13000,17000
Kacang Hijau,11/18/2023,,
Kacang Hijau,11/19/2023,,
Kacang Hijau,11/20/2023,13000,17000
Kacang Hijau,11/21/2023,13000,17000
Kacang Hijau,11/22/2023,13000,17000
Kacang Hijau,11/23/2023,13000,17000
Kacang Hijau,11/24/2023,13000,17000
Kacang Hijau,11/25/2023,,
Kacang Hijau,11/26/2023,,
Kacang Hijau,11/27/2023,13000,17000
Kacang Hijau,11/28/2023,13000,17000
Kacang Hijau,11/29/2023,13000,17000
Kacang Hijau,11/30/2023,13000,17000
Kacang Hijau,12/1/2023,13000,17000
Kacang Hijau,12/2/2023,,
Kacang Hijau,12/3/2023,,
Kacang Hijau,12/4/2023,13000,17000
