Tanggal,harga_petani_pred,harga_pengecer_pred,luas_lahan_pred,produktivitas_pred,produksi_pred,hari,bulan,tahun
2024-03-31,10126.873,11443.356,28337.693,55.30005,156715.53,Sunday,March,2024
2024-04-01,10135.727,11460.394,28418.727,55.305935,157154.62,Monday,April,2024
2024-04-02,10123.63,11431.652,28281.867,55.308723,157036.89,Tuesday,April,2024
2024-04-03,10106.195,11393.293,28080.541,55.3043,156374.5,Wednesday,April,2024
2024-04-04,10091.618,11361.797,27906.049,55.294548,155550.73,Thursday,April,2024
2024-04-05,10083.083,11343.287,27813.148,55.287243,155120.16,Friday,April,2024
2024-04-06,10083.044,11342.269,27836.143,55.2819,155207.66,Saturday,April,2024
2024-04-07,10089.103,11353.81,27941.89,55.28313,155782.03,Sunday,April,2024
2024-04-08,10088.655,11351.055,27999.648,55.28912,156443.72,Monday,April,2024
2024-04-09,10079.58,11330.733,27979.559,55.287193,156621.5,Tuesday,April,2024
2024-04-10,10067.813,11306.509,27895.03,55.282394,156348.4,Wednesday,April,2024
2024-04-11,10058.251,11287.693,27798.191,55.27835,155941.64,Thursday,April,2024
2024-04-12,10054.095,11280.122,27762.848,55.276524,155833.45,Friday,April,2024
2024-04-13,10056.216,11284.98,27803.484,55.278465,156158.12,Saturday,April,2024
2024-04-14,10064.277,11301.846,27924.785,55.28448,156868.2,Sunday,April,2024
2024-04-15,10067.78,11308.347,28032.812,55.287727,157523.98,Monday,April,2024
2024-04-16,10062.859,11297.722,28046.264,55.28616,157710.72,Tuesday,April,2024
2024-04-17,10054.758,11281.927,27978.479,55.28337,157443.7,Wednesday,April,2024
2024-04-18,10048.367,11270.251,27892.584,55.28085,157016.75,Thursday,April,2024
2024-04-19,10046.683,11268.045,27861.318,55.279945,156856.52,Friday,April,2024
2024-04-20,10050.571,11276.579,27899.764,55.282272,157100.95,Saturday,April,2024
2024-04-21,10060.019,11296.214,28016.049,55.288403,157719.0,Sunday,April,2024
2024-04-22,10064.725,11305.059,28117.99,55.29165,158280.17,Monday,April,2024
2024-04-23,10060.925,11296.6045,28124.898,55.29003,158376.16,Tuesday,April,2024
2024-04-24,10053.717,11282.475,28048.914,55.28706,158017.1,Wednesday,April,2024
2024-04-25,10047.984,11271.939,27954.57,55.284267,157504.39,Thursday,April,2024
2024-04-26,10046.751,11270.417,27915.023,55.28303,157265.75,Friday,April,2024
2024-04-27,10051.002,11279.441,27946.027,55.285046,157440.56,Saturday,April,2024
2024-04-28,10060.746,11299.438,28055.611,55.29089,157997.14,Sunday,April,2024
2024-04-29,10065.671,11308.499,28151.533,55.293858,158505.02,Monday,April,2024
2024-04-30,10061.957,11299.999,28152.605,55.29194,158553.7,Tuesday,April,2024
2024-05-01,10054.74,11285.646,28070.9,55.288647,158151.3,Wednesday,May,2024
2024-05-02,10047.247,11270.343,27952.295,55.28345,157573.84,Thursday,May,2024
2024-05-03,10043.491,11262.065,27865.52,55.27911,157158.05,Friday,May,2024
2024-05-04,10045.153,11264.3125,27868.0,55.279037,157257.62,Saturday,May,2024
2024-05-05,10049.767,11272.227,27966.043,55.28242,157883.58,Sunday,May,2024
2024-05-06,10051.613,11274.267,28081.943,55.285107,158606.52,Monday,May,2024
2024-05-07,10047.492,11264.689,28116.436,55.284298,158897.9,Tuesday,May,2024
2024-05-08,10040.355,11250.062,28062.207,55.281902,158697.31,Wednesday,May,2024
2024-05-09,10035.288,11239.648,27958.33,55.27883,158125.84,Thursday,May,2024
2024-05-10,10033.529,11236.2,27892.148,55.276604,157791.28,Friday,May,2024
2024-05-11,10036.19,11241.739,27912.143,55.278038,157991.16,Saturday,May,2024
2024-05-12,10041.572,11252.472,28022.19,55.282475,158680.1,Sunday,May,2024
2024-05-13,10044.952,11258.507,28144.7,55.286266,159387.83,Monday,May,2024
2024-05-14,10042.966,11253.716,28178.777,55.286602,159582.16,Tuesday,May,2024
2024-05-15,10038.251,11244.261,28125.748,55.28537,159282.23,Wednesday,May,2024
2024-05-16,10033.898,11235.81,28013.783,55.282383,158633.89,Thursday,May,2024
2024-05-17,10032.69,11233.931,27943.076,55.280155,158249.53,Friday,May,2024
2024-05-18,10035.768,11240.655,27958.871,55.281483,158401.45,Saturday,May,2024
2024-05-19,10041.453,11252.246,28064.645,55.28573,159043.25,Sunday,May,2024
2024-05-20,10045.051,11258.8955,28182.643,55.289265,159704.83,Monday,May,2024
2024-05-21,10043.204,11254.505,28211.69,55.289295,159852.81,Tuesday,May,2024
2024-05-22,10038.581,11245.314,28154.686,55.28776,159515.6,Wednesday,May,2024
2024-05-23,10034.283,11237.009,28038.234,55.28447,158829.27,Thursday,May,2024
2024-05-24,10033.105,11235.196,27963.846,55.281963,158413.38,Friday,May,2024
2024-05-25,10036.193,11241.928,27976.512,55.28304,158538.5,Saturday,May,2024
2024-05-26,10041.874,11253.483,28079.584,55.287064,159157.48,Sunday,May,2024
2024-05-27,10045.455,11260.067,28195.191,55.2904,159799.39,Monday,May,2024
2024-05-28,10043.578,11255.583,28222.07,55.290253,159930.12,Tuesday,May,2024
2024-05-29,10038.917,11246.281,28163.133,55.28855,159577.92,Wednesday,May,2024
2024-05-30,10034.584,11237.869,28045.223,55.285114,158879.98,Thursday,May,2024
2024-05-31,10033.369,11235.949,27969.523,55.282494,158453.97,Friday,May,2024
2024-06-01,10036.424,11242.584,27981.113,55.283474,158570.92,Saturday,June,2024
2024-06-02,10042.854,11255.607,28101.908,55.288876,159321.83,Sunday,June,2024
2024-06-03,10047.207,11263.539,28233.562,55.293583,160098.28,Monday,June,2024
2024-06-04,10044.981,11258.028,28250.037,55.292763,160215.03,Tuesday,June,2024
2024-06-05,10037.756,11241.911,28109.674,55.2872,159435.0,Wednesday,June,2024
2024-06-06,10031.368,11227.414,27905.203,55.28067,158290.16,Thursday,June,2024
2024-06-07,10029.015,11221.906,27786.67,55.27678,157668.52,Friday,June,2024
2024-06-08,10031.858,11227.3125,27789.467,55.27779,157762.48,Saturday,June,2024
2024-06-09,10037.861,11239.024,27904.57,55.282818,158471.45,Sunday,June,2024
2024-06-10,10041.947,11246.39,28040.33,55.287407,159252.08,Monday,June,2024
2024-06-11,10038.868,11239.163,28059.258,55.285892,159343.17,Tuesday,June,2024
2024-06-12,10030.827,11221.282,27904.328,55.27931,158435.31,Wednesday,June,2024
2024-06-13,10024.356,11206.64,27691.88,55.272488,157210.3,Thursday,June,2024
2024-06-14,10022.306,11202.098,27583.621,55.268948,156620.3,Friday,June,2024
2024-06-15,10025.577,11208.896,27603.6,55.270554,156790.58,Saturday,June,2024
2024-06-16,10032.037,11222.123,27737.32,55.27623,157588.23,Sunday,June,2024
2024-06-17,10036.613,11231.089,27891.576,55.281483,158460.61,Monday,June,2024
2024-06-18,10033.883,11225.139,27928.027,55.28048,158637.48,Tuesday,June,2024
2024-06-19,10026.182,11208.372,27782.113,55.274246,157769.98,Wednesday,June,2024
2024-06-20,10020.183,11195.06,27578.846,55.267895,156590.64,Thursday,June,2024
2024-06-21,10018.585,11191.779,27480.957,55.264828,156054.83,Friday,June,2024
2024-06-22,10022.306,11199.852,27513.643,55.266953,156293.39,Saturday,June,2024
2024-06-23,10029.157,11214.209,27659.135,55.27309,157154.05,Sunday,June,2024
2024-06-24,10034.084,11224.189,27823.84,55.27875,158082.67,Monday,June,2024
2024-06-25,10031.645,11219.088,27868.74,55.278072,158304.61,Tuesday,June,2024
2024-06-26,10024.2,11203.043,27728.28,55.272083,157466.3,Wednesday,June,2024
2024-06-27,10018.459,11190.428,27530.94,55.265987,156319.92,Thursday,June,2024
2024-06-28,10017.089,11187.758,27438.719,55.263157,155815.8,Friday,June,2024
2024-06-29,10021.019,11196.3955,27477.354,55.265503,156087.58,Saturday,June,2024
2024-06-30,10028.044,11211.235,27628.074,55.271843,156977.14,Sunday,June,2024
2024-07-01,10033.12,11221.631,27797.236,55.277676,157930.47,Monday,July,2024
2024-07-02,10031.464,11218.773,27851.95,55.276886,158234.16,Tuesday,July,2024
2024-07-03,10025.652,11207.339,27745.457,55.27203,157647.98,Wednesday,July,2024
2024-07-04,10021.231,11198.632,27582.164,55.267365,156755.75,Thursday,July,2024
2024-07-05,10020.595,11197.725,27490.244,55.265453,156302.92,Friday,July,2024
2024-07-06,10024.487,11205.657,27521.23,55.268536,156592.36,Saturday,July,2024
2024-07-07,10031.252,11219.609,27668.879,55.274265,157465.55,Sunday,July,2024
2024-07-08,10035.112,11227.477,27830.252,55.276913,158333.73,Monday,July,2024
2024-07-09,10030.685,11217.865,27850.62,55.270756,158356.66,Tuesday,July,2024
2024-07-10,10022.996,11201.417,27719.906,55.262962,157564.19,Wednesday,July,2024
2024-07-11,10018.374,11191.333,27558.201,55.259445,156670.39,Thursday,July,2024
2024-07-12,10017.613,11189.347,27458.172,55.258614,156171.98,Friday,July,2024
2024-07-13,10021.063,11195.847,27482.8,55.2619,156418.47,Saturday,July,2024
2024-07-14,10027.225,11208.339,27621.62,55.26701,157219.36,Sunday,July,2024
2024-07-15,10030.718,11215.426,27784.34,55.269577,158080.56,Monday,July,2024
2024-07-16,10026.167,11205.597,27805.416,55.26358,158096.61,Tuesday,July,2024
2024-07-17,10018.532,11189.326,27674.123,55.25612,157293.42,Wednesday,July,2024
2024-07-18,10014.253,11180.063,27514.578,55.253513,156416.88,Thursday,July,2024
2024-07-19,10013.9795,11179.244,27417.46,55.253746,155944.83,Friday,July,2024
2024-07-20,10017.738,11186.614,27445.102,55.257618,156209.97,Saturday,July,2024
2024-07-21,10024.216,11200.001,27587.602,55.263306,157033.14,Sunday,July,2024
2024-07-22,10028.019,11207.992,27756.096,55.266426,157927.34,Monday,July,2024
2024-07-23,10023.796,11199.1045,27782.166,55.260937,157971.61,Tuesday,July,2024
2024-07-24,10016.472,11183.696,27653.748,55.2539,157185.14,Wednesday,July,2024
2024-07-25,10012.479,11175.214,27496.395,55.251663,156322.06,Thursday,July,2024
2024-07-26,10012.5,11175.175,27402.088,55.252304,155868.14,Friday,July,2024
2024-07-27,10016.495,11183.19,27432.455,55.256474,156149.1,Saturday,July,2024
2024-07-28,10023.171,11197.127,27577.404,55.26241,156985.78,Sunday,July,2024
2024-07-29,10027.145,11205.599,27748.225,55.26573,157892.27,Monday,July,2024
2024-07-30,10023.081,11197.151,27776.299,55.26041,157946.88,Tuesday,July,2024
2024-07-31,10015.892,11182.113,27649.053,55.253506,157166.4,Wednesday,July,2024
2024-08-01,10012.012,11173.938,27492.537,55.251373,156307.64,Thursday,August,2024
2024-08-02,10012.151,11174.416,27414.094,55.25351,155990.2,Friday,August,2024
2024-08-03,10015.3125,11180.402,27454.303,55.257664,156388.88,Saturday,August,2024
2024-08-04,10020.958,11191.477,27618.152,55.263496,157415.14,Sunday,August,2024
2024-08-05,10024.756,11198.949,27804.994,55.267334,158493.16,Monday,August,2024
2024-08-06,10022.767,11194.758,27902.496,55.2655,159060.39,Tuesday,August,2024
2024-08-07,10019.53,11189.147,27894.664,55.26432,159068.06,Wednesday,August,2024
2024-08-08,10018.007,11187.954,27820.77,55.265083,158724.2,Thursday,August,2024
2024-08-09,10017.6455,11187.43,27743.72,55.2666,158431.44,Friday,August,2024
2024-08-10,10019.352,11189.904,27762.543,55.26892,158695.9,Saturday,August,2024
2024-08-11,10023.463,11197.056,27904.754,55.272533,159574.92,Sunday,August,2024
2024-08-12,10026.177,11201.62,28067.072,55.27422,160467.38,Monday,August,2024
2024-08-13,10023.822,11196.194,28142.008,55.27125,160844.4,Tuesday,August,2024
2024-08-14,10020.336,11189.716,28114.521,55.269382,160683.75,Wednesday,August,2024
2024-08-15,10018.45,11187.444,28017.467,55.269905,160171.31,Thursday,August,2024
2024-08-16,10017.6455,11185.799,27917.623,55.271164,159722.94,Friday,August,2024
2024-08-17,10018.823,11187.06,27913.49,55.272808,159828.27,Saturday,August,2024
2024-08-18,10022.368,11193.103,28045.467,55.275486,160630.69,Sunday,August,2024
2024-08-19,10024.795,11197.137,28196.883,55.276478,161438.12,Monday,August,2024
2024-08-20,10022.547,11192.058,28262.004,55.273327,161733.66,Tuesday,August,2024
2024-08-21,10019.382,11186.351,28221.934,55.27168,161476.58,Wednesday,August,2024
2024-08-22,10017.664,11184.568,28111.475,55.272232,160866.83,Thursday,August,2024
2024-08-23,10016.9795,11183.317,27999.215,55.27347,160331.67,Friday,August,2024
2024-08-24,10018.228,11184.908,27988.637,55.275043,160390.44,Saturday,August,2024
2024-08-25,10021.848,11191.277,28115.322,55.2776,161151.42,Sunday,August,2024
2024-08-26,10024.381,11195.684,28261.75,55.278473,161917.64,Monday,August,2024
2024-08-27,10022.306,11191.121,28323.303,55.275295,162180.86,Tuesday,August,2024
2024-08-28,10019.376,11186.018,28277.885,55.27375,161881.64,Wednesday,August,2024
2024-08-29,10017.754,11184.537,28160.688,55.274178,161221.1,Thursday,August,2024
2024-08-30,10017.125,11183.481,28041.861,55.275265,160638.62,Friday,August,2024
2024-08-31,10018.432,11185.2705,28027.691,55.27677,160671.34,Saturday,August,2024
2024-09-01,10022.101,11191.801,28150.975,55.279236,161406.69,Sunday,September,2024
2024-09-02,10024.792,11196.517,28315.346,55.282288,162344.11,Monday,September,2024
2024-09-03,10024.523,11195.858,28427.922,55.284317,163019.73,Tuesday,September,2024
2024-09-04,10023.584,11195.68,28423.902,55.28598,163027.28,Wednesday,September,2024
2024-09-05,10022.471,11195.987,28324.81,55.28661,162499.72,Thursday,September,2024
2024-09-06,10021.815,11195.36,28250.836,55.28806,162203.17,Friday,September,2024
2024-09-07,10022.767,11196.023,28297.055,55.2913,162715.17,Saturday,September,2024
2024-09-08,10024.885,11198.081,28455.455,55.29418,163803.14,Sunday,September,2024
2024-09-09,10025.633,11196.3955,28651.396,55.295845,164770.42,Monday,September,2024
2024-09-10,10023.645,11189.665,28763.824,55.29592,165167.11,Tuesday,September,2024
2024-09-11,10020.772,11183.671,28731.256,55.29491,164921.33,Wednesday,September,2024
2024-09-12,10017.78,11178.973,28603.834,55.293404,164252.83,Thursday,September,2024
2024-09-13,10015.33,11173.823,28531.082,55.2934,163878.95,Friday,September,2024
2024-09-14,10015.196,11171.284,28591.465,55.29666,164214.17,Saturday,September,2024
2024-09-15,10016.426,11170.856,28756.055,55.299076,165043.1,Sunday,September,2024
2024-09-16,10016.733,11168.41,28938.207,55.299526,165842.44,Monday,September,2024
2024-09-17,10014.831,11162.377,29024.89,55.298378,166091.92,Tuesday,September,2024
2024-09-18,10012.519,11158.114,28970.035,55.297153,165747.73,Wednesday,September,2024
2024-09-19,10010.118,11155.254,28823.771,55.295685,165007.45,Thursday,September,2024
2024-09-20,10008.315,11152.099,28732.393,55.29583,164565.97,Friday,September,2024
2024-09-21,10008.796,11151.519,28774.986,55.29917,164837.27,Saturday,September,2024
2024-09-22,10010.563,11152.933,28921.332,55.30138,165596.77,Sunday,September,2024
2024-09-23,10011.502,11152.534,29087.467,55.301647,166339.27,Monday,September,2024
2024-09-24,10010.326,11148.707,29158.963,55.300377,166537.56,Tuesday,September,2024
2024-09-25,10008.717,11146.522,29089.064,55.29909,166144.27,Wednesday,September,2024
2024-09-26,10006.927,11145.457,28928.607,55.297592,165358.61,Thursday,September,2024
2024-09-27,10005.65,11143.858,28824.486,55.29771,164877.4,Friday,September,2024
2024-09-28,10006.531,11144.528,28856.707,55.30088,165118.5,Saturday,September,2024
2024-09-29,10008.671,11147.08,28992.934,55.303013,165845.61,Sunday,September,2024
2024-09-30,10009.952,11147.726,29150.533,55.303185,166561.38,Monday,September,2024
2024-10-01,10009.102,11144.864,29214.174,55.30181,166734.58,Tuesday,October,2024
2024-10-02,10008.093,11144.576,29150.605,55.302288,166334.17,Wednesday,October,2024
2024-10-03,10007.492,11147.197,29029.986,55.302727,165772.9,Thursday,October,2024
2024-10-04,10007.143,11148.467,28970.643,55.304417,165517.45,Friday,October,2024
2024-10-05,10008.696,11151.196,29042.162,55.30917,165953.8,Saturday,October,2024
2024-10-06,10012.281,11156.966,29241.178,55.31626,167026.83,Sunday,October,2024
2024-10-07,10014.976,11160.63,29463.44,55.32222,168074.72,Monday,October,2024
2024-10-08,10015.043,11159.957,29576.512,55.324642,168445.97,Tuesday,October,2024
2024-10-09,10013.6,11158.953,29523.37,55.323483,168085.19,Wednesday,October,2024
2024-10-10,10011.679,11158.582,29390.053,55.321117,167456.03,Thursday,October,2024
2024-10-11,10009.931,11156.281,29308.938,55.319965,167075.98,Friday,October,2024
2024-10-12,10010.14,11155.41,29354.105,55.32203,167364.25,Saturday,October,2024
2024-10-13,10012.655,11158.297,29526.318,55.3267,168302.83,Sunday,October,2024
2024-10-14,10014.687,11160.171,29724.182,55.330627,169244.0,Monday,October,2024
2024-10-15,10014.325,11158.3125,29812.611,55.33141,169511.78,Tuesday,October,2024
2024-10-16,10012.513,11156.236,29731.834,55.328903,169026.83,Wednesday,October,2024
2024-10-17,10010.26,11154.834,29571.488,55.32551,168267.36,Thursday,October,2024
2024-10-18,10008.247,11151.698,29466.414,55.323586,167769.48,Friday,October,2024
2024-10-19,10008.248,11150.202,29490.666,55.32499,167955.44,Saturday,October,2024
2024-10-20,10010.643,11152.762,29644.916,55.32905,168807.92,Sunday,October,2024
2024-10-21,10012.684,11154.679,29827.7,55.33247,169679.55,Monday,October,2024
2024-10-22,10012.427,11153.108,29902.768,55.332874,169887.5,Tuesday,October,2024
2024-10-23,10010.764,11151.412,29809.197,55.330105,169344.89,Wednesday,October,2024
2024-10-24,10008.675,11150.409,29637.729,55.326553,168535.62,Thursday,October,2024
2024-10-25,10006.822,11147.687,29523.049,55.324535,167995.89,Friday,October,2024
2024-10-26,10006.963,11146.579,29539.094,55.32583,168147.06,Saturday,October,2024
2024-10-27,10009.485,11149.515,29686.355,55.329773,168970.1,Sunday,October,2024
2024-10-28,10011.66,11151.825,29863.205,55.33308,169817.1,Monday,October,2024
2024-10-29,10011.549,11150.662,29933.156,55.333397,170004.38,Tuesday,October,2024
2024-10-30,10010.028,11149.354,29834.877,55.330563,169442.69,Wednesday,October,2024
2024-10-31,10008.068,11148.697,29659.402,55.326977,168617.64,Thursday,October,2024
2024-11-01,10006.325,11146.275,29541.316,55.324924,168065.08,Friday,November,2024
2024-11-02,10007.019,11146.656,29551.268,55.32668,168119.25,Saturday,November,2024
2024-11-03,10010.985,11153.687,29712.008,55.332237,168950.94,Sunday,November,2024
2024-11-04,10014.598,11160.703,29894.12,55.33703,169800.84,Monday,November,2024
2024-11-05,10015.801,11164.3955,29951.537,55.338352,169960.38,Tuesday,November,2024
2024-11-06,10016.77,11170.893,29859.312,55.337822,169492.2,Wednesday,November,2024
2024-11-07,10017.494,11178.068,29700.682,55.336445,168783.64,Thursday,November,2024
2024-11-08,10017.921,11181.663,29609.137,55.3354,168368.19,Friday,November,2024
2024-11-09,10019.777,11185.106,29636.182,55.336994,168564.62,Saturday,November,2024
2024-11-10,10024.01,11192.56,29798.805,55.34159,169461.2,Sunday,November,2024
2024-11-11,10027.391,11198.582,29976.307,55.345116,170346.4,Monday,November,2024
2024-11-12,10027.806,11199.885,30022.43,55.345036,170498.33,Tuesday,November,2024
2024-11-13,10027.359,11202.531,29906.312,55.342697,169928.44,Wednesday,November,2024
2024-11-14,10026.368,11205.01,29721.6,55.339485,169080.12,Thursday,November,2024
2024-11-15,10025.052,11203.674,29608.91,55.336777,168532.97,Friday,November,2024
2024-11-16,10025.361,11202.559,29623.734,55.337143,168638.77,Saturday,November,2024
2024-11-17,10028.284,11206.064,29779.428,55.340847,169478.73,Sunday,November,2024
2024-11-18,10030.594,11208.813,29954.29,55.34375,170336.34,Monday,November,2024
2024-11-19,10030.082,11207.302,30000.021,55.34329,170473.14,Tuesday,November,2024
2024-11-20,10028.764,11207.37,29882.963,55.340652,169881.97,Wednesday,November,2024
2024-11-21,10027.019,11207.615,29698.107,55.33726,169014.44,Thursday,November,2024
2024-11-22,10025.1,11204.475,29586.12,55.334496,168452.81,Friday,November,2024
2024-11-23,10024.971,11202.018,29602.896,55.334915,168554.08,Saturday,November,2024
2024-11-24,10027.585,11204.574,29761.047,55.338726,169395.64,Sunday,November,2024
