Tanggal,harga_petani_pred,harga_pengecer_pred,luas_lahan_pred,produktivitas_pred,produksi_pred,hari,bulan,tahun
2025-09-12,9466.468,9173.654,29757.053,55.496807,171853.88,Friday,September,2025
2025-09-13,9456.114,9199.814,29613.566,55.49532,170570.44,Saturday,September,2025
2025-09-14,9442.83,9257.974,29218.623,55.473125,167642.8,Sunday,September,2025
2025-09-15,9433.426,9290.449,28931.088,55.4606,165954.3,Monday,September,2025
2025-09-16,9432.225,9274.125,28895.938,55.460907,166201.7,Tuesday,September,2025
2025-09-17,9442.552,9216.735,29154.416,55.47816,168160.62,Wednesday,September,2025
2025-09-18,9459.979,9169.997,29500.25,55.498398,170520.34,Thursday,September,2025
2025-09-19,9470.364,9168.78,29651.912,55.5052,171243.83,Friday,September,2025
2025-09-20,9458.637,9200.233,29494.553,55.49993,169959.77,Saturday,September,2025
2025-09-21,9445.084,9262.942,29126.494,55.478428,167247.7,Sunday,September,2025
2025-09-22,9435.632,9297.105,28855.74,55.46493,165624.69,Monday,September,2025
2025-09-23,9434.17,9281.221,28824.918,55.464355,165839.67,Tuesday,September,2025
2025-09-24,9443.834,9223.826,29067.807,55.47897,167667.61,Wednesday,September,2025
2025-09-25,9456.864,9171.988,29414.256,55.499947,170097.78,Thursday,September,2025
2025-09-26,9465.436,9171.574,29555.576,55.505543,170807.08,Friday,September,2025
2025-09-27,9456.841,9209.848,29395.49,55.497524,169426.0,Saturday,September,2025
2025-09-28,9444.412,9272.534,29054.82,55.47753,166808.64,Sunday,September,2025
2025-09-29,9435.594,9306.73,28798.049,55.46443,165259.62,Monday,September,2025
2025-09-30,9433.901,9290.948,28763.229,55.463554,165539.36,Tuesday,September,2025
2025-10-01,9443.091,9232.806,29004.55,55.477627,167353.39,Wednesday,October,2025
2025-10-02,9457.96,9197.117,29387.47,55.505272,170115.86,Thursday,October,2025
2025-10-03,9463.529,9211.626,29496.266,55.519474,170437.78,Friday,October,2025
2025-10-04,9458.519,9279.309,29277.77,55.50235,167592.78,Saturday,October,2025
2025-10-05,9452.066,9362.43,29043.979,55.484188,164636.81,Sunday,October,2025
2025-10-06,9449.432,9418.493,28922.62,55.47276,163095.06,Monday,October,2025
2025-10-07,9448.476,9425.594,28892.754,55.470634,163083.19,Tuesday,October,2025
2025-10-08,9448.314,9389.476,28943.988,55.479195,164058.7,Wednesday,October,2025
2025-10-09,9449.158,9351.6455,29000.887,55.49244,165044.42,Thursday,October,2025
2025-10-10,9445.4,9354.569,28970.0,55.49519,164569.27,Friday,October,2025
2025-10-11,9436.029,9409.786,28804.895,55.479446,162185.4,Saturday,October,2025
2025-10-12,9422.694,9494.564,28486.012,55.45917,159125.55,Sunday,October,2025
2025-10-13,9416.058,9564.281,28243.047,55.447716,157533.11,Monday,October,2025
2025-10-14,9409.624,9554.491,28141.945,55.441265,157350.98,Tuesday,October,2025
2025-10-15,9406.428,9487.267,28165.154,55.443974,158197.62,Wednesday,October,2025
2025-10-16,9406.481,9417.846,28211.56,55.454124,159119.39,Thursday,October,2025
2025-10-17,9402.875,9409.895,28172.36,55.456497,158826.28,Friday,October,2025
2025-10-18,9392.18,9478.724,27936.357,55.44546,156572.95,Saturday,October,2025
2025-10-19,9377.487,9577.531,27530.025,55.427654,153380.73,Sunday,October,2025
2025-10-20,9372.5625,9648.305,27292.674,55.41682,151955.95,Monday,October,2025
2025-10-21,9367.465,9627.057,27238.135,55.410076,152115.77,Tuesday,October,2025
2025-10-22,9365.962,9546.309,27301.66,55.413204,153259.34,Wednesday,October,2025
2025-10-23,9368.155,9466.4375,27385.715,55.424736,154458.55,Thursday,October,2025
2025-10-24,9367.391,9450.538,27402.682,55.4294,154532.73,Friday,October,2025
2025-10-25,9357.722,9516.744,27192.428,55.420948,152496.58,Saturday,October,2025
2025-10-26,9346.424,9613.52,26855.463,55.402832,149578.81,Sunday,October,2025
2025-10-27,9343.492,9680.444,26661.076,55.391644,148336.38,Monday,October,2025
2025-10-28,9339.464,9654.331,26632.715,55.387096,148740.58,Tuesday,October,2025
2025-10-29,9340.182,9566.811,26742.193,55.392162,150200.78,Wednesday,October,2025
2025-10-30,9344.85,9481.966,26876.43,55.4059,151718.42,Thursday,October,2025
2025-10-31,9346.169,9462.982,26931.28,55.41292,152046.22,Friday,October,2025
2025-11-01,9338.233,9526.577,26766.53,55.40583,150254.03,Saturday,November,2025
2025-11-02,9337.008,9655.165,26591.15,55.392143,148136.81,Sunday,November,2025
2025-11-03,9346.022,9769.844,26590.26,55.385704,147830.98,Monday,November,2025
2025-11-04,9350.593,9800.357,26736.65,55.38719,148639.98,Tuesday,November,2025
2025-11-05,9345.842,9742.574,26949.67,55.3912,149767.33,Wednesday,November,2025
2025-11-06,9343.975,9691.656,27123.002,55.400753,150739.03,Thursday,November,2025
2025-11-07,9341.385,9716.168,27182.37,55.402954,150610.11,Friday,November,2025
2025-11-08,9341.586,9829.963,27157.252,55.3894,149369.1,Saturday,November,2025
2025-11-09,9352.136,9999.712,27254.62,55.37251,148487.4,Sunday,November,2025
2025-11-10,9364.236,10132.931,27467.625,55.364597,149082.98,Monday,November,2025
2025-11-11,9361.7295,10136.49,27566.553,55.35869,149811.28,Tuesday,November,2025
2025-11-12,9345.42,10034.169,27526.953,55.358948,150185.62,Wednesday,November,2025
2025-11-13,9330.148,9933.091,27491.592,55.36421,150248.11,Thursday,November,2025
2025-11-14,9325.1875,9925.287,27582.885,55.36414,149889.77,Friday,November,2025
2025-11-15,9331.709,10043.482,27739.838,55.35232,149157.83,Saturday,November,2025
2025-11-16,9349.416,10211.881,28061.117,55.345543,149871.81,Sunday,November,2025
2025-11-17,9360.969,10328.2705,28314.545,55.341125,150959.95,Monday,November,2025
2025-11-18,9352.839,10309.78,28300.426,55.33258,151165.45,Tuesday,November,2025
2025-11-19,9332.052,10178.147,28102.953,55.329266,150802.83,Wednesday,November,2025
2025-11-20,9314.863,10054.187,27942.863,55.334507,150329.81,Thursday,November,2025
2025-11-21,9311.441,10037.231,27982.773,55.33623,149866.14,Friday,November,2025
2025-11-22,9322.817,10142.506,28194.146,55.33053,149719.39,Saturday,November,2025
2025-11-23,9343.277,10304.113,28557.723,55.32849,150911.94,Sunday,November,2025
2025-11-24,9354.704,10408.929,28785.973,55.326225,152068.42,Monday,November,2025
2025-11-25,9345.568,10375.391,28714.82,55.319122,152133.5,Tuesday,November,2025
2025-11-26,9322.529,10233.435,28402.756,55.31399,151209.14,Wednesday,November,2025
2025-11-27,9305.169,10103.068,28165.943,55.3194,150422.16,Thursday,November,2025
2025-11-28,9302.636,10082.245,28166.725,55.322063,149846.77,Friday,November,2025
2025-11-29,9316.697,10180.628,28403.326,55.31972,149998.86,Saturday,November,2025
2025-11-30,9338.482,10338.988,28773.822,55.319744,151340.67,Sunday,November,2025
2025-12-01,9350.216,10438.826,28985.727,55.318615,152512.97,Monday,December,2025
2025-12-02,9349.202,10429.801,29173.531,55.31552,153672.77,Tuesday,December,2025
2025-12-03,9332.551,10316.341,29127.254,55.311623,153695.06,Wednesday,December,2025
2025-12-04,9322.883,10220.49,29246.83,55.317722,154184.7,Thursday,December,2025
2025-12-05,9329.9,10244.456,29583.855,55.323174,154725.28,Friday,December,2025
2025-12-06,9357.034,10385.499,30184.781,55.32932,156368.9,Saturday,December,2025
2025-12-07,9389.377,10593.753,30876.395,55.33692,158974.94,Sunday,December,2025
2025-12-08,9406.904,10725.671,31329.39,55.340347,161044.48,Monday,December,2025
2025-12-09,9399.0625,10695.569,31399.932,55.33632,161588.64,Tuesday,December,2025
2025-12-10,9372.814,10544.89,31082.898,55.32632,160278.1,Wednesday,December,2025
2025-12-11,9355.392,10419.021,30921.951,55.327034,159459.44,Thursday,December,2025
2025-12-12,9359.258,10421.871,31075.895,55.331566,159333.06,Friday,December,2025
2025-12-13,9385.402,10549.493,31577.164,55.340927,160857.83,Saturday,December,2025
2025-12-14,9414.963,10742.453,32144.09,55.348873,163139.8,Sunday,December,2025
2025-12-15,9441.165,10844.584,32456.402,55.37264,164947.22,Monday,December,2025
2025-12-16,9424.917,10790.565,32356.877,55.361298,164841.11,Tuesday,December,2025
2025-12-17,9385.324,10622.926,31879.148,55.334198,162840.73,Wednesday,December,2025
2025-12-18,9364.593,10482.476,31558.834,55.331947,161375.62,Thursday,December,2025
2025-12-19,9367.89,10474.116,31632.303,55.336563,161067.19,Friday,December,2025
2025-12-20,9393.545,10596.951,32069.475,55.34616,162425.77,Saturday,December,2025
2025-12-21,9429.141,10780.73,32581.854,55.36498,164657.16,Sunday,December,2025
2025-12-22,9455.549,10875.945,32842.492,55.39027,166323.7,Monday,December,2025
2025-12-23,9436.85,10815.736,32671.6,55.37643,165950.73,Tuesday,December,2025
2025-12-24,9389.545,10646.12,32137.607,55.337784,163669.25,Wednesday,December,2025
2025-12-25,9367.93,10501.822,31772.363,55.33473,162036.8,Thursday,December,2025
2025-12-26,9371.019,10490.562,31820.016,55.339214,161669.39,Friday,December,2025
2025-12-27,9396.593,10612.25,32237.814,55.34878,162979.58,Saturday,December,2025
2025-12-28,9435.542,10792.744,32734.965,55.373188,165222.78,Sunday,December,2025
2025-12-29,9461.355,10886.703,32980.934,55.397686,166840.55,Monday,December,2025
2025-12-30,9441.841,10825.02,32779.46,55.382843,166351.44,Tuesday,December,2025
2025-12-31,9391.441,10655.297,32222.51,55.339424,163952.61,Wednesday,December,2025
