Tanggal,Komoditi,Harga Petani,Harga Pengecer,Tipe,Periode,tahun,Luas Panen,Produktivitas,Produksi,Hari,Bulan,Tahun,harga_petani_scaled,harga_pengecer_scaled,luas_panen_scaled,produktivitas_scaled,produksi_scaled,hari_sin,hari_cos,bulan_sin,bulan_cos,tahun_norm
2022-01-03,Jagung Pipil Kering,4800.0,5000.0,Jagung,Q1-2022,2022.0,70654.48313,73.8989014,522128.8683,3,1,2022,0.8333333333333333,0.876264306408367,1.0,1.0,1.0,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0.0
2022-01-04,Jagung Pipil Kering,4800.0,5000.0,Jagung,Q1-2022,2022.0,70654.48313,73.8989014,522128.8683,4,1,2022,0.8333333333333333,0.876264306408367,1.0,1.0,1.0,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.0
2022-01-05,Jagung Pipil Kering,4800.0,5000.0,Jagung,Q1-2022,2022.0,70654.48313,73.8989014,522128.8683,5,1,2022,0.8333333333333333,0.876264306408367,1.0,1.0,1.0,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,0.0
2022-01-06,Jagung Pipil Kering,4800.0,5000.0,Jagung,Q1-2022,2022.0,70654.48313,73.8989014,522128.8683,6,1,2022,0.8333333333333333,0.876264306408367,1.0,1.0,1.0,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,0.0
2022-01-07,Jagung Pipil Kering,4800.0,5000.0,Jagung,Q1-2022,2022.0,70654.48313,73.8989014,522128.8683,7,1,2022,0.8333333333333333,0.876264306408367,1.0,1.0,1.0,-2.4492935982947064e-16,1.0,0.49999999999999994,0.8660254037844387,0.0
2022-01-08,Jagung Pipil Kering,4799.746637713668,5009.651930607805,Jagung,Q1-2022,2022.0,70654.48313,73.8989014,522128.8683,8,1,2022,0.8331925765075934,0.8822357480496428,1.0,1.0,1.0,0.7818314824680296,0.6234898018587337,0.49999999999999994,0.8660254037844387,0.0
2022-01-09,Jagung Pipil Kering,4802.46970347902,5002.025400711653,Jagung,Q1-2022,2022.0,70654.48313,73.8989014,522128.8683,9,1,2022,0.8347053908216775,0.8775173782176537,1.0,1.0,1.0,0.9749279121818237,-0.2225209339563141,0.49999999999999994,0.8660254037844387,0.0
2022-01-10,Jagung Pipil Kering,4800.0,5000.0,Jagung,Q1-2022,2022.0,70654.48313,73.8989014,522128.8683,10,1,2022,0.8333333333333333,0.876264306408367,1.0,1.0,1.0,0.43388373911755845,-0.9009688679024189,0.49999999999999994,0.8660254037844387,0.0
2022-01-11,Jagung Pipil Kering,4800.0,5000.0,Jagung,Q1-2022,2022.0,70654.48313,73.8989014,522128.8683,11,1,2022,0.8333333333333333,0.876264306408367,1.0,1.0,1.0,-0.4338837391175562,-0.90096886790242,0.49999999999999994,0.8660254037844387,0.0
2022-01-12,Jagung Pipil Kering,4800.0,5000.0,Jagung,Q1-2022,2022.0,70654.48313,73.8989014,522128.8683,12,1,2022,0.8333333333333333,0.876264306408367,1.0,1.0,1.0,-0.9749279121818235,-0.2225209339563148,0.49999999999999994,0.8660254037844387,0.0
2022-01-13,Jagung Pipil Kering,4800.0,5000.0,Jagung,Q1-2022,2022.0,70654.48313,73.8989014,522128.8683,13,1,2022,0.8333333333333333,0.876264306408367,1.0,1.0,1.0,-0.781831482468029,0.6234898018587346,0.49999999999999994,0.8660254037844387,0.0
2022-01-14,Jagung Pipil Kering,4800.0,5000.0,Jagung,Q1-2022,2022.0,70654.48313,73.8989014,522128.8683,14,1,2022,0.8333333333333333,0.876264306408367,1.0,1.0,1.0,-4.898587196589413e-16,1.0,0.49999999999999994,0.8660254037844387,0.0
2022-01-15,Jagung Pipil Kering,4802.44317986411,4998.246026872479,Jagung,Q1-2022,2022.0,70654.48313,73.8989014,522128.8683,15,1,2022,0.8346906554800613,0.8751791610009927,1.0,1.0,1.0,0.7818314824680284,0.6234898018587354,0.49999999999999994,0.8660254037844387,0.0
2022-01-16,Jagung Pipil Kering,4801.952762679021,4996.246049658204,Jagung,Q1-2022,2022.0,70654.48313,73.8989014,522128.8683,16,1,2022,0.8344182014883452,0.8739418181621139,1.0,1.0,1.0,0.9749279121818237,-0.22252093395631387,0.49999999999999994,0.8660254037844387,0.0
2022-01-17,Jagung Pipil Kering,4800.0,5000.0,Jagung,Q1-2022,2022.0,70654.48313,73.8989014,522128.8683,17,1,2022,0.8333333333333333,0.876264306408367,1.0,1.0,1.0,0.43388373911755707,-0.9009688679024196,0.49999999999999994,0.8660254037844387,0.0
2022-01-18,Jagung Pipil Kering,4800.0,5000.0,Jagung,Q1-2022,2022.0,70654.48313,73.8989014,522128.8683,18,1,2022,0.8333333333333333,0.876264306408367,1.0,1.0,1.0,-0.43388373911755757,-0.9009688679024194,0.49999999999999994,0.8660254037844387,0.0
2022-01-19,Jagung Pipil Kering,4800.0,5000.0,Jagung,Q1-2022,2022.0,70654.48313,73.8989014,522128.8683,19,1,2022,0.8333333333333333,0.876264306408367,1.0,1.0,1.0,-0.9749279121818235,-0.22252093395631506,0.49999999999999994,0.8660254037844387,0.0
2022-01-20,Jagung Pipil Kering,4800.0,5000.0,Jagung,Q1-2022,2022.0,70654.48313,73.8989014,522128.8683,20,1,2022,0.8333333333333333,0.876264306408367,1.0,1.0,1.0,-0.7818314824680302,0.6234898018587329,0.49999999999999994,0.8660254037844387,0.0
2022-01-21,Jagung Pipil Kering,4800.0,5000.0,Jagung,Q1-2022,2022.0,70654.48313,73.8989014,522128.8683,21,1,2022,0.8333333333333333,0.876264306408367,1.0,1.0,1.0,-7.347880794884119e-16,1.0,0.49999999999999994,0.8660254037844387,0.0
2022-01-22,Jagung Pipil Kering,4799.175294356501,4987.0310302983,Jagung,Q1-2022,2022.0,70654.48313,73.8989014,522128.8683,22,1,2022,0.8328751635313891,0.8682406841023234,1.0,1.0,1.0,0.7818314824680271,0.6234898018587369,0.49999999999999994,0.8660254037844387,0.0
2022-01-23,Jagung Pipil Kering,4798.462720235664,4985.929583364198,Jagung,Q1-2022,2022.0,70654.48313,73.8989014,522128.8683,23,1,2022,0.8324792890198134,0.867559242600596,1.0,1.0,1.0,0.9749279121818238,-0.22252093395631362,0.49999999999999994,0.8660254037844387,0.0
2022-01-24,Jagung Pipil Kering,4800.0,5000.0,Jagung,Q1-2022,2022.0,70654.48313,73.8989014,522128.8683,24,1,2022,0.8333333333333333,0.876264306408367,1.0,1.0,1.0,0.4338837391175589,-0.9009688679024188,0.49999999999999994,0.8660254037844387,0.0
